,URN,LA,GENDER,RELCHAR,PNORG,PNORB,PSENELSE,PSENELK,PNUMEAL,PNUMENGFL,PNUMUNCFL,PNUMFSMEVER,PNUMFSM,PERCTOT,PPERSABS10,TPUP,P8PUP,ATT8SCR,P8MEA,P8CILOW,P8CIUPP,EBACCAPS,PTL2BASICS_94,PTL2BASICS_95,PTEBACC_E_PTQ_EE,PTEBACC_94,PTEBACC_95,PT5EM_94,P8_BANDING,OVERALL_DESTPER,NOT_SUSTAINEDPER,UNKNOWNPER,OVERALL_DESTPER_DIS,NOT_SUSTAINEDPER_DIS,UNKNOWNPER_DIS,Rating
2620,134815,208,Mixed,Christian,42.6,57.4,2.7,13.2,46.0,52.7,1.3,56.8,28.348214285714285,5.7,13.6,155.0,141,45.1,0.22,0.01,0.44,4.02,61.9%,45.8%,36.1%,25.8%,15.5%,56.8%,2,92%,7%,2%,93%,6%,2%,Good
2625,134884,383,Mixed,Does not apply,34.0,66.0,100.0,0.0,10.4,89.6,0.0,59.2,44.81132075471698,11.5,31,22.0,19,0.2,-1.57,-2.15,-0.99,0.01,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,5,100%,0%,0%,100%,0%,0%,Good
2634,134906,889,Mixed,None,52.1,47.9,0.8,15.7,59.7,40.3,0.0,41.3,25.476992143658812,5.6,14.2,167.0,160,41.2,0.17,-0.03,0.37,3.74,52.1%,26.3%,53.3%,27.5%,16.2%,45.5%,3,90%,9%,1%,84%,16%,0%,Good
2646,134989,888,Mixed,Does not apply,52.1,47.9,1.7,7.1,12.6,87.4,0.0,30.7,15.804597701149426,4.9,10.4,197.0,187,46,0.4,0.22,0.59,3.93,57.4%,31.5%,14.2%,11.7%,8.1%,55.3%,2,93%,6%,1%,91%,9%,0%,Good
2647,134990,888,Mixed,Does not apply,46.7,53.3,1.2,6.7,71.3,28.7,0.0,27.1,15.353535353535353,7.7,22.2,169.0,133,36.3,0.01,-0.21,0.23,2.85,47.9%,27.8%,2.4%,0.6%,0.6%,40.8%,3,92%,5%,3%,87%,11%,2%,Requires Improvement
2648,134993,333,Mixed,Does not apply,47.7,52.3,0.9,6.8,39.8,60.2,0.1,25.6,11.25,3.8,7.4,181.0,180,47.4,-0.23,-0.42,-0.04,3.96,64.6%,34.8%,67.4%,27.1%,12.7%,61.9%,4,96%,4%,0%,95%,5%,0%,Outstanding
2649,134994,888,Mixed,None,50.6,49.4,0.9,9.8,3.9,96.1,0.0,48.6,31.365740740740737,6.2,17,124.0,124,39.9,-0.49,-0.71,-0.26,3.58,60.5%,40.3%,42.7%,13.7%,7.3%,45.2%,4,88%,10%,2%,80%,19%,2%,Requires Improvement
2650,134995,888,Mixed,Does not apply,35.4,64.6,8.3,25.0,4.2,95.8,0.0,64.6,47.91666666666667,8.5,20.8,35.0,34,23.8,-1.18,-1.61,-0.75,1.94,17.1%,8.6%,0.0%,0.0%,0.0%,17.1%,5,86%,14%,0%,75%,25%,0%,Inadequate
2654,135003,888,Mixed,None,48.5,51.5,0.6,10.8,4.9,95.1,0.0,38.5,25.087719298245613,6.2,19.2,191.0,188,45.6,-0.07,-0.25,0.12,3.97,63.4%,40.3%,39.3%,26.7%,20.4%,57.6%,3,91%,8%,1%,88%,13%,0%,Good
2655,135004,312,Mixed,Does not apply,45.2,54.8,2.5,13.5,10.2,89.6,0.2,29.3,15.416666666666668,7.3,22.9,100.0,92,43.5,-0.61,-0.87,-0.35,4,63.0%,44.0%,61.0%,20.0%,9.0%,54.0%,5,90%,9%,1%,79%,18%,3%,Requires Improvement
2656,135007,371,Mixed,Christian,52.5,47.5,2.0,7.7,5.7,94.3,0.0,32.7,15.245901639344261,7.2,18.5,205.0,200,40.4,-0.39,-0.57,-0.22,3.53,53.2%,23.9%,42.4%,22.9%,10.2%,46.3%,4,96%,3%,1%,91%,7%,2%,Requires Improvement
2658,135015,888,Mixed,Does not apply,32.0,68.0,99.2,0.8,30.5,69.5,0.0,47.0,32.03125,7.6,20.2,7.0,7,0,-1.53,-2.48,-0.58,0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,5,90%,5%,5%,90%,0%,10%,Outstanding
2661,135035,885,Mixed,None,48.9,51.1,1.9,14.8,1.2,98.6,0.2,19.6,9.129511677282377,4.8,14.1,176.0,176,48,-0.05,-0.24,0.14,4.4,71.6%,50.6%,55.7%,35.8%,21.0%,67.6%,3,93%,6%,1%,90%,10%,0%,Good
2662,135061,885,Mixed,Church of England,47.1,52.9,2.8,8.3,0.9,99.1,0.0,31.0,12.592592592592592,6.0,16.6,81.0,80,44.2,-0.05,-0.34,0.23,3.93,59.3%,28.4%,80.2%,30.9%,12.3%,53.1%,3,95%,5%,0%,88%,13%,0%,Good
2666,135071,355,Mixed,Christian,44.8,55.2,1.2,12.6,16.3,83.7,0.0,56.9,32.668711656441715,5.0,13.3,97.0,91,41.4,0.04,-0.22,0.31,3.63,52.6%,28.9%,42.3%,26.8%,15.5%,47.4%,3,86%,13%,1%,82%,16%,2%,Good
2676,135120,831,Mixed,Does not apply,49.5,50.5,2.8,9.4,21.9,78.1,0.0,30.5,13.636363636363635,3.7,7.2,159.0,155,55.8,0.67,0.46,0.87,5.03,82.4%,58.5%,49.7%,39.0%,30.2%,81.1%,1,96%,4%,0%,98%,2%,0%,Outstanding
2677,135122,357,Mixed,Does not apply,57.5,42.5,0.6,14.4,5.2,94.8,0.1,40.3,27.35562310030395,5.8,12.6,228.0,220,39.4,-0.43,-0.6,-0.26,3.19,53.9%,32.9%,17.5%,9.2%,7.0%,47.8%,4,87%,12%,1%,84%,15%,1%,Good
2679,135149,894,Mixed,Does not apply,51.7,48.3,2.3,17.4,5.2,94.2,0.6,46.3,22.589285714285715,5.2,12.7,153.0,153,45.6,0.14,-0.06,0.35,3.82,61.4%,39.2%,24.2%,13.7%,11.8%,58.2%,3,90%,9%,1%,86%,11%,3%,Good
2684,135170,333,Mixed,Does not apply,46.1,53.9,1.0,10.9,47.7,52.1,0.2,48.6,24.86317435496482,4.9,11.5,183.0,170,44.8,0.3,0.1,0.49,3.23,54.6%,34.4%,9.3%,4.4%,2.7%,51.9%,2,91%,9%,1%,89%,11%,0%,Outstanding
2685,135174,341,Girls,Does not apply,99.7,0.3,0.6,9.4,12.3,87.7,0.0,32.0,11.086474501108649,3.9,6.4,128.0,127,61,0.22,0,0.45,5.41,86.7%,69.5%,57.0%,49.2%,39.1%,85.9%,3,100%,0%,0%,100%,0%,0%,Outstanding
2687,135176,812,Mixed,Does not apply,46.9,53.1,2.3,15.2,6.4,93.6,0.0,36.2,17.08542713567839,6.0,13.9,91.0,87,37.4,-0.39,-0.66,-0.12,3.31,40.7%,23.1%,45.1%,17.6%,8.8%,37.4%,4,94%,5%,1%,86%,11%,3%,Good
2694,135202,354,Mixed,Does not apply,31.6,68.4,99.3,0.7,23.6,76.4,0.0,59.3,40.97222222222222,9.4,27.6,46.0,44,1.8,-1.64,-2.02,-1.26,0.11,2.2%,2.2%,0.0%,0.0%,0.0%,2.2%,5,100%,0%,0%,100%,0%,0%,Good
2696,135209,812,Mixed,Does not apply,47.6,52.4,1.2,12.8,5.0,95.0,0.0,52.2,26.674937965260547,5.9,16.3,117.0,111,41,0.14,-0.09,0.38,3.37,64.1%,24.8%,10.3%,6.0%,2.6%,53.0%,3,94%,6%,0%,93%,7%,0%,Good
2702,135234,333,Mixed,Does not apply,53.6,46.4,1.1,7.4,45.6,54.4,0.0,37.9,20.657276995305164,4.5,10.1,198.0,196,44.3,0.05,-0.13,0.23,3.84,64.6%,35.4%,39.9%,24.2%,12.6%,58.1%,3,97%,2%,1%,97%,3%,0%,Good
2706,135242,213,Mixed,None,47.5,52.5,2.6,8.6,73.5,24.6,1.9,53.7,37.849944008958566,4.4,9.4,61.0,60,58.1,0.97,0.64,1.29,5.62,86.9%,55.7%,96.7%,68.9%,39.3%,82.0%,1,100%,0%,0%,100%,0%,0%,Outstanding
2708,135249,306,Mixed,Does not apply,46.5,53.5,0.9,9.4,32.1,65.9,2.0,45.8,22.29387379087978,5.5,13.5,318.0,301,43.6,0.01,-0.14,0.15,4.11,57.9%,37.4%,74.5%,29.6%,14.8%,52.5%,3,97%,2%,1%,95%,5%,0%,Outstanding
2712,135262,356,Mixed,Christian,51.3,48.7,2.4,13.7,11.3,88.7,0.0,46.5,25.891829689298046,4.4,10.6,125.0,121,42.5,0.1,-0.13,0.33,3.62,55.2%,28.8%,38.4%,19.2%,10.4%,50.4%,3,95%,5%,0%,89%,11%,0%,Good
2713,135263,874,Mixed,Does not apply,50.2,49.8,0.8,7.0,48.1,50.7,1.2,36.4,14.679294016358158,5.2,11.5,328.0,315,43.3,0.03,-0.11,0.17,3.55,58.5%,32.6%,12.2%,8.2%,4.9%,51.2%,3,92%,7%,1%,88%,12%,1%,Good
2717,135290,886,Mixed,Does not apply,46.9,53.1,2.6,14.9,3.1,96.9,0.0,35.1,17.157894736842106,8.0,22.9,150.0,147,35.4,-0.5,-0.71,-0.29,2.86,38.7%,14.0%,18.7%,4.0%,1.3%,32.0%,4,95%,3%,3%,94%,4%,2%,Good
2720,135295,803,Mixed,Does not apply,48.6,51.4,2.1,11.2,20.7,60.3,19.0,30.1,14.614703277236494,5.7,14.1,144.0,139,47.5,-0.13,-0.35,0.08,3.91,69.4%,43.1%,24.3%,9.7%,3.5%,62.5%,3,95%,3%,2%,88%,6%,6%,Good
2721,135296,352,Mixed,Christian,46.8,53.2,3.1,10.1,58.8,40.8,0.4,37.4,19.81534090909091,4.1,8.2,148.0,141,53.2,0.28,0.07,0.49,4.63,74.3%,56.1%,33.1%,27.7%,20.3%,69.6%,2,97%,3%,0%,94%,6%,0%,Good
2722,135297,886,Mixed,Does not apply,40.7,59.3,2.1,11.7,13.4,86.3,0.3,25.1,10.216934919524142,5.5,13.3,226.0,216,42,-0.35,-0.52,-0.18,3.38,61.1%,36.7%,27.9%,16.4%,9.3%,56.2%,4,98%,1%,1%,98%,0%,2%,Good
2723,135300,801,Mixed,Does not apply,48.0,52.0,1.5,14.4,21.0,76.1,2.9,41.2,27.121771217712176,6.4,20.8,204.0,190,44.6,0.2,0.01,0.38,3.72,55.9%,31.9%,29.9%,17.2%,8.8%,53.9%,2,93%,6%,1%,90%,10%,0%,Good
2724,135305,886,Mixed,Does not apply,51.3,48.7,2.3,21.0,5.8,93.5,0.7,49.0,29.549248747913186,7.0,20.2,114.0,111,33.9,-0.59,-0.83,-0.35,2.83,37.7%,10.5%,28.1%,10.5%,4.4%,35.1%,5,92%,7%,1%,87%,11%,2%,Good
2725,135306,928,Mixed,Does not apply,49.8,50.2,7.5,7.0,18.7,81.3,0.0,22.2,12.9182156133829,5.8,15.9,187.0,184,37.5,-0.5,-0.69,-0.32,3.1,46.0%,29.4%,18.2%,11.2%,7.0%,41.7%,4,91%,8%,1%,79%,18%,4%,Requires Improvement
2727,135311,306,Mixed,Does not apply,42.0,58.0,2.3,8.3,20.5,79.5,0.0,32.2,10.955710955710956,4.2,8.1,176.0,170,57.1,0.61,0.41,0.8,5.24,85.8%,65.3%,84.7%,48.3%,35.2%,85.2%,1,98%,1%,1%,97%,3%,0%,Outstanding
2728,135313,354,Mixed,Church of England,54.6,45.4,2.9,22.1,12.7,87.2,0.1,57.7,36.885245901639344,6.0,16.6,103.0,95,43.8,-0.53,-0.79,-0.27,3.45,48.5%,33.0%,17.5%,9.7%,9.7%,48.5%,5,90%,10%,0%,89%,11%,0%,Requires Improvement
2729,135314,841,Mixed,Church of England,51.2,48.8,1.2,19.5,8.1,91.9,0.0,51.4,25.0,5.0,14.8,90.0,87,39.5,-0.26,-0.53,0.01,2.92,34.4%,12.2%,5.6%,4.4%,2.2%,34.4%,3,88%,12%,0%,80%,20%,0%,Good
2730,135315,210,Mixed,Does not apply,40.1,59.9,1.2,11.7,48.3,50.6,1.1,58.6,35.678889990089196,5.6,13.6,165.0,153,42.1,-0.17,-0.37,0.04,3.96,56.4%,30.9%,56.4%,31.5%,12.7%,52.1%,3,91%,8%,1%,89%,10%,1%,Good
2732,135317,928,Mixed,Does not apply,48.5,51.5,0.9,14.8,6.8,91.9,1.3,17.0,5.697278911564626,3.8,8.1,177.0,176,56.6,0.68,0.49,0.87,5.18,83.1%,68.9%,74.6%,59.9%,40.1%,79.1%,1,98%,2%,0%,100%,0%,0%,Outstanding
2735,135335,331,Mixed,Does not apply,48.2,51.8,0.3,13.6,25.7,74.2,0.2,40.8,23.856209150326798,5.9,15.9,103.0,101,42.6,-0.05,-0.3,0.2,3.48,61.2%,33.0%,11.7%,1.9%,1.9%,56.3%,3,91%,8%,1%,85%,15%,0%,Requires Improvement
2736,135337,821,Mixed,Does not apply,49.5,50.5,1.1,8.2,44.5,55.5,0.0,40.2,18.474195961106957,5.3,11.8,252.0,231,45.2,0.11,-0.06,0.27,4.05,59.1%,39.7%,30.2%,23.0%,17.9%,56.0%,3,92%,6%,2%,86%,13%,1%,Good
2737,135338,821,Mixed,Does not apply,49.6,50.4,1.3,9.7,53.1,46.9,0.0,43.8,19.905956112852667,7.6,24,232.0,212,37.5,-0.54,-0.71,-0.36,3.37,42.7%,25.4%,36.6%,16.8%,7.8%,38.8%,5,88%,7%,5%,78%,13%,9%,Requires Improvement
2740,135364,866,Mixed,Does not apply,50.3,49.7,1.3,12.4,14.4,85.4,0.2,53.2,34.256642170717925,5.0,13.4,99.0,89,44.7,0.41,0.15,0.68,3.7,61.6%,36.4%,26.3%,13.1%,8.1%,57.6%,2,94%,3%,3%,93%,5%,2%,Good
2741,135365,931,Mixed,Does not apply,49.2,50.8,2.0,9.9,17.3,82.7,0.0,33.3,15.718717683557394,7.0,18.9,156.0,151,43.9,0.01,-0.19,0.22,3.85,60.3%,46.2%,64.1%,19.9%,9.0%,51.9%,3,93%,5%,2%,87%,10%,3%,Good
2742,135367,380,Mixed,Church of England,46.1,53.9,2.7,15.0,33.8,61.1,5.1,45.6,27.497255762897915,7.3,19.3,228.0,218,35.9,-0.55,-0.72,-0.38,3.02,48.2%,26.3%,35.1%,10.1%,5.3%,40.4%,5,88%,10%,2%,80%,18%,2%,Good
2743,135371,886,Mixed,Does not apply,45.4,54.6,1.2,11.4,5.7,94.2,0.1,27.6,13.675213675213676,8.1,24.3,224.0,217,43.7,0.18,0.01,0.35,3.76,62.5%,37.9%,26.3%,15.2%,8.0%,57.1%,2,93%,6%,1%,84%,14%,2%,Good
2744,135372,886,Mixed,Does not apply,47.8,52.2,2.0,18.1,10.3,89.7,0.0,52.4,28.419182948490228,7.9,24.5,113.0,109,33.3,-0.55,-0.79,-0.31,2.53,37.2%,12.4%,11.5%,1.8%,0.0%,28.3%,5,92%,8%,0%,85%,15%,0%,Good
2749,135389,208,Mixed,Does not apply,43.4,56.6,1.8,12.7,54.1,45.2,0.8,69.9,35.39156626506024,6.6,19.8,152.0,129,35,-0.48,-0.7,-0.25,3.13,39.5%,17.8%,43.4%,13.2%,5.3%,36.2%,4,93%,7%,1%,93%,6%,1%,Good
2758,135423,391,Mixed,Does not apply,49.9,50.1,0.5,30.7,49.7,50.1,0.3,56.4,43.02325581395349,5.8,15.9,194.0,150,31.6,-0.6,-0.81,-0.39,2.41,33.0%,19.6%,2.1%,0.5%,0.5%,29.9%,5,79%,16%,5%,77%,17%,6%,Requires Improvement
2765,135479,340,Mixed,Roman Catholic,51.8,48.2,2.1,20.3,1.7,98.3,0.0,56.6,39.32203389830509,6.9,18.9,143.0,142,36.5,-0.55,-0.76,-0.34,2.83,43.4%,20.3%,3.5%,1.4%,1.4%,35.0%,5,87%,13%,0%,84%,16%,0%,Requires Improvement
2766,135481,340,Mixed,Roman Catholic,47.7,52.3,1.0,7.4,2.6,97.4,0.0,44.4,26.551724137931032,8.3,26.3,200.0,199,35.3,-1.04,-1.21,-0.86,2.9,47.5%,16.5%,7.5%,4.5%,3.0%,36.5%,5,90%,8%,2%,84%,12%,4%,Inadequate
2770,135507,302,Mixed,Church of England,50.4,49.6,2.0,6.2,15.7,84.2,0.1,17.8,5.2337752965806,3.6,6.4,178.0,168,62.2,0.96,0.77,1.16,5.8,88.8%,77.0%,82.6%,59.6%,45.5%,85.4%,1,97%,2%,2%,98%,2%,0%,Outstanding
2779,135531,207,Mixed,Church of England,46.3,53.7,0.8,5.0,45.2,54.8,0.0,46.1,22.763507528786537,5.8,14.1,168.0,151,53.7,0.25,0.05,0.46,4.58,79.8%,61.9%,22.0%,18.5%,11.9%,73.8%,2,91%,5%,4%,90%,4%,6%,Outstanding
2790,135563,925,Mixed,Does not apply,49.9,50.1,1.9,24.1,17.8,82.2,0.0,46.6,31.910766246362755,5.0,11.3,80.0,77,36.4,-0.12,-0.41,0.16,3.14,43.8%,18.8%,26.3%,8.8%,5.0%,33.8%,3,90%,10%,0%,87%,13%,0%,Good
2791,135564,925,Mixed,Does not apply,45.4,54.6,1.4,15.4,6.7,93.3,0.0,32.2,17.96690307328605,6.6,18.6,135.0,129,40.5,-0.38,-0.6,-0.16,3.19,45.9%,25.2%,9.6%,3.7%,0.7%,44.4%,4,88%,12%,0%,79%,21%,0%,Good
2794,135575,801,Mixed,Church of England,51.7,48.3,3.0,6.8,17.3,82.5,0.2,19.2,5.706267539756782,5.6,16.3,122.0,115,56.1,0.35,0.12,0.59,4.92,83.6%,56.6%,32.0%,27.9%,20.5%,75.4%,2,94%,5%,1%,81%,19%,0%,Outstanding
2797,135580,889,Mixed,Does not apply,50.1,49.9,0.5,12.0,5.7,93.8,0.5,30.4,13.400464756003098,5.8,15.7,185.0,176,42.3,-0.36,-0.55,-0.17,3.34,58.9%,34.1%,19.5%,9.7%,7.0%,54.6%,4,96%,4%,0%,93%,7%,0%,Good
2798,135581,801,Girls,Does not apply,99.8,0.2,1.9,5.7,19.9,78.0,2.1,19.6,10.573678290213723,6.2,22,140.0,132,56.6,0.52,0.3,0.73,5.49,78.6%,62.9%,90.7%,55.7%,44.3%,75.0%,1,98%,1%,1%,95%,5%,0%,Outstanding
2799,135582,894,Mixed,Does not apply,51.4,48.6,2.9,11.8,6.6,93.4,0.1,40.8,21.910112359550563,6.1,15.9,165.0,161,42.2,-0.33,-0.53,-0.13,3.68,50.9%,27.9%,36.4%,19.4%,12.1%,46.7%,4,91%,8%,1%,89%,11%,0%,Requires Improvement
2800,135583,891,Mixed,Church of England,49.6,50.4,1.2,4.3,5.5,94.5,0.0,28.7,17.247542448614837,7.0,15.7,196.0,195,37.9,-0.51,-0.69,-0.33,3.33,49.5%,23.0%,42.9%,14.8%,8.7%,43.9%,5,96%,2%,1%,93%,4%,4%,Requires Improvement
2801,135584,210,Mixed,Does not apply,46.3,53.7,1.5,13.8,44.8,54.3,0.9,72.0,39.90345937248592,4.1,8.2,113.0,93,45.6,0.41,0.15,0.67,4.29,58.4%,36.3%,69.0%,44.2%,19.5%,54.0%,2,91%,7%,2%,89%,8%,3%,Good
2802,135587,206,Mixed,Does not apply,45.7,54.3,3.9,18.0,45.4,54.6,0.0,74.4,43.445692883895134,5.9,14.2,113.0,108,41,-0.07,-0.31,0.18,3.78,60.2%,31.0%,50.4%,29.2%,15.9%,53.1%,3,93%,5%,2%,89%,7%,4%,Outstanding
2803,135597,801,Mixed,Does not apply,54.6,45.4,0.5,20.9,6.6,93.4,0.0,58.5,40.0,8.0,25.1,147.0,145,33.5,-0.68,-0.88,-0.47,2.79,36.1%,17.0%,33.3%,15.6%,7.5%,33.3%,5,84%,13%,2%,79%,18%,4%,Requires Improvement
2805,135599,333,Mixed,Does not apply,48.3,51.7,0.8,15.1,5.7,94.2,0.1,40.7,21.46204311152765,5.9,16.4,162.0,158,39.6,-1.08,-1.28,-0.88,2.96,48.8%,25.3%,4.9%,3.1%,1.9%,44.4%,5,92%,7%,1%,88%,12%,0%,Good
2806,135600,304,Mixed,Does not apply,50.2,49.8,1.5,7.2,36.0,59.6,4.4,35.0,19.538757206918643,4.5,10.4,172.0,161,50.7,0.07,-0.13,0.27,4.52,74.4%,49.4%,43.6%,32.0%,21.5%,67.4%,3,96%,4%,0%,93%,7%,0%,Outstanding
2810,135619,929,Mixed,Christian,49.6,50.4,1.5,9.0,1.3,98.7,0.0,19.6,10.9322974472808,4.5,8.5,167.0,163,45.3,-0.2,-0.39,0,3.94,64.7%,35.9%,60.5%,25.7%,15.6%,61.1%,3,94%,6%,1%,84%,13%,3%,Good
2811,135620,909,Mixed,Does not apply,52.6,47.4,2.2,11.5,2.3,97.7,0.0,25.3,11.937984496124031,6.3,16.3,84.0,84,39,-0.73,-1,-0.45,3.14,46.4%,22.6%,20.2%,8.3%,3.6%,38.1%,5,92%,7%,1%,84%,16%,0%,Good
2812,135621,909,Mixed,Does not apply,54.5,45.5,0.5,13.0,10.2,89.8,0.0,39.0,23.27127659574468,7.3,23.1,122.0,120,36.8,-0.7,-0.93,-0.47,3.32,43.4%,23.8%,50.8%,23.0%,6.6%,39.3%,5,88%,11%,1%,81%,19%,0%,Good
2814,135628,852,Mixed,Does not apply,47.2,52.8,1.8,15.6,13.0,87.0,0.0,46.2,27.79605263157895,7.4,19.8,97.0,94,38.3,-0.65,-0.91,-0.39,2.93,38.1%,21.6%,11.3%,7.2%,6.2%,35.1%,5,89%,10%,1%,76%,22%,3%,Requires Improvement
